"","date","StationNo","HomeTeam","AwayTeam","Season","Round","Description","Rainfall","RainfallBand"
"2260","29/04/2012",86038,"Richmond","West Coast",2012,"5","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"545","29/04/2012",23034,"Adelaide","Port Adelaide",2012,"5","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"2461","4/05/2012",86038,"Western Bulldogs","Collingwood",2012,"6","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2509","5/05/2012",86038,"Essendon","Brisbane Lions",2012,"6","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2834","5/05/2012",87184,"Geelong","Melbourne",2012,"6","  87184 BREAKWATER (GEELONG RACECOURSE)          -38.1737  144.3765 Jun 2011 Apr 2017    5.9   97   Y",NA,"No Rainfall Data Available"
"800","5/05/2012",40764,"Gold Coast","Fremantle",2012,"6","  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y",NA,"No Rainfall Data Available"
"1096","5/05/2012",66062,"Sydney","Adelaide",2012,"6","  66062 SYDNEY (OBSERVATORY HILL)                -33.8607  151.2050 Jul 1858 Apr 2017  158.8  100   Y",NA,"No Rainfall Data Available"
"2510","5/05/2012",86038,"St Kilda","Hawthorn",2012,"6","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2555","6/05/2012",86038,"Carlton","GW Sydney",2012,"6","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"601","6/05/2012",23034,"Port Adelaide","Richmond",2012,"6","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"313","6/05/2012",9225,"West Coast","North Melbourne",2012,"6","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1375","11/05/2012",86038,"Melbourne","Hawthorn",2012,"7","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"407","12/05/2012",23034,"Adelaide","Geelong",2012,"7","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"1228","12/05/2012",70351,"GW Sydney","Gold Coast",2012,"7","  70351 CANBERRA AIRPORT                         -35.3088  149.2004 Sep 2008 Apr 2017    8.7   98   Y",NA,"No Rainfall Data Available"
"1419","12/05/2012",86038,"Richmond","Sydney",2012,"7","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"833","12/05/2012",40913,"Brisbane Lions","Collingwood",2012,"7","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"1418","12/05/2012",86038,"Essendon","West Coast",2012,"7","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1466","13/05/2012",86038,"North Melbourne","Western Bulldogs",2012,"7","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"52","13/05/2012",9225,"Fremantle","Port Adelaide",2012,"7","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1517","14/05/2012",86038,"St Kilda","Carlton",2012,"7","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1696","18/05/2012",86038,"Collingwood","Geelong",2012,"8","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"458","19/05/2012",23034,"Port Adelaide","North Melbourne",2012,"8","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"2871","19/05/2012",91237,"Hawthorn","Fremantle",2012,"8","  91237 LAUNCESTON (TI TREE BEND)                -41.4194  147.1219 May 1980 Apr 2017   37.0  100   Y",NA,"No Rainfall Data Available"
"1035","19/05/2012",66062,"Sydney","Melbourne",2012,"8","  66062 SYDNEY (OBSERVATORY HILL)                -33.8607  151.2050 Jul 1858 Apr 2017  158.8  100   Y",NA,"No Rainfall Data Available"
"361","19/05/2012",14015,"Western Bulldogs","Gold Coast",2012,"8","  14015 DARWIN AIRPORT                           -12.4239  130.8925 Jan 1941 Apr 2017   76.3  100   Y",NA,"No Rainfall Data Available"
"1739","19/05/2012",86038,"Essendon","Richmond",2012,"8","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"885","20/05/2012",40913,"Brisbane Lions","GW Sydney",2012,"8","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"1831","20/05/2012",86038,"Carlton","Adelaide",2012,"8","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"145","20/05/2012",9225,"West Coast","St Kilda",2012,"8","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"2074","25/05/2012",86038,"Western Bulldogs","Geelong",2012,"9","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2125","26/05/2012",86038,"Richmond","Hawthorn",2012,"9","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"779","26/05/2012",40764,"Gold Coast","Port Adelaide",2012,"9","  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y",NA,"No Rainfall Data Available"
"2124","26/05/2012",86038,"St Kilda","Sydney",2012,"9","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"522","26/05/2012",23034,"Adelaide","Collingwood",2012,"9","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"1184","26/05/2012",66212,"GW Sydney","Essendon",2012,"9","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"2168","27/05/2012",86038,"North Melbourne","Brisbane Lions",2012,"9","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2169","27/05/2012",86038,"Carlton","Melbourne",2012,"9","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"226","27/05/2012",9225,"West Coast","Fremantle",2012,"9","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1287","1/06/2012",86038,"St Kilda","Richmond",2012,"10","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2780","2/06/2012",87184,"Geelong","GW Sydney",2012,"10","  87184 BREAKWATER (GEELONG RACECOURSE)          -38.1737  144.3765 Jun 2011 Apr 2017    5.9   97   Y",NA,"No Rainfall Data Available"
"2874","2/06/2012",91237,"Hawthorn","North Melbourne",2012,"10","  91237 LAUNCESTON (TI TREE BEND)                -41.4194  147.1219 May 1980 Apr 2017   37.0  100   Y",NA,"No Rainfall Data Available"
"130","2/06/2012",9225,"Fremantle","Adelaide",2012,"10","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"469","2/06/2012",23034,"Port Adelaide","Carlton",2012,"10","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"1788","2/06/2012",86038,"Essendon","Melbourne",2012,"10","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"944","3/06/2012",40913,"Brisbane Lions","West Coast",2012,"10","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"1088","3/06/2012",66062,"Sydney","Western Bulldogs",2012,"10","  66062 SYDNEY (OBSERVATORY HILL)                -33.8607  151.2050 Jul 1858 Apr 2017  158.8  100   Y",NA,"No Rainfall Data Available"
"2327","3/06/2012",86038,"Collingwood","Gold Coast",2012,"10","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2655","8/06/2012",86038,"Carlton","Geelong",2012,"11","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2709","9/06/2012",86038,"Richmond","Fremantle",2012,"11","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"813","9/06/2012",40764,"Gold Coast","St Kilda",2012,"11","  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y",NA,"No Rainfall Data Available"
"2708","9/06/2012",86038,"Essendon","Sydney",2012,"11","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"387","10/06/2012",23034,"Port Adelaide","Hawthorn",2012,"11","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"1385","11/06/2012",86038,"Melbourne","Collingwood",2012,"11","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"65","14/06/2012",9225,"West Coast","Carlton",2012,"12","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"430","15/06/2012",23034,"Adelaide","St Kilda",2012,"12","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"1147","16/06/2012",66212,"GW Sydney","Richmond",2012,"12","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"747","16/06/2012",40764,"Gold Coast","North Melbourne",2012,"12","  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y",NA,"No Rainfall Data Available"
"1661","17/06/2012",86038,"Hawthorn","Brisbane Lions",2012,"12","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1660","17/06/2012",86038,"Western Bulldogs","Port Adelaide",2012,"12","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1051","22/06/2012",66062,"Sydney","Geelong",2012,"13","  66062 SYDNEY (OBSERVATORY HILL)                -33.8607  151.2050 Jul 1858 Apr 2017  158.8  100   Y",NA,"No Rainfall Data Available"
"1971","23/06/2012",86038,"Western Bulldogs","Brisbane Lions",2012,"13","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1972","23/06/2012",86038,"Collingwood","West Coast",2012,"13","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"177","23/06/2012",9225,"Fremantle","Essendon",2012,"13","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"2025","24/06/2012",86038,"Melbourne","GW Sydney",2012,"13","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2024","24/06/2012",86038,"North Melbourne","Adelaide",2012,"13","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2276","29/06/2012",86038,"Carlton","Hawthorn",2012,"14","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2387","30/06/2012",86038,"Collingwood","Fremantle",2012,"14","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"570","30/06/2012",23034,"Adelaide","Richmond",2012,"14","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"273","30/06/2012",9225,"West Coast","Gold Coast",2012,"14","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"2386","30/06/2012",86038,"Essendon","Western Bulldogs",2012,"14","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1200","30/06/2012",66212,"Sydney","GW Sydney",2012,"14","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"2738","1/07/2012",87184,"Geelong","Port Adelaide",2012,"14","  87184 BREAKWATER (GEELONG RACECOURSE)          -38.1737  144.3765 Jun 2011 Apr 2017    5.9   97   Y",NA,"No Rainfall Data Available"
"820","1/07/2012",40913,"Brisbane Lions","Melbourne",2012,"14","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"1298","1/07/2012",86038,"St Kilda","North Melbourne",2012,"14","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2570","6/07/2012",86038,"Collingwood","Carlton",2012,"15","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2922","7/07/2012",94029,"North Melbourne","West Coast",2012,"15","  94029 HOBART (ELLERSLIE ROAD)                  -42.8897  147.3278 Jun 1893 Apr 2017  123.8  100   Y",NA,"No Rainfall Data Available"
"2619","7/07/2012",86038,"Melbourne","Richmond",2012,"15","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1110","7/07/2012",66062,"Sydney","Brisbane Lions",2012,"15","  66062 SYDNEY (OBSERVATORY HILL)                -33.8607  151.2050 Jul 1858 Apr 2017  158.8  100   Y",NA,"No Rainfall Data Available"
"610","7/07/2012",23034,"Port Adelaide","Adelaide",2012,"15","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"2618","7/07/2012",86038,"St Kilda","Essendon",2012,"15","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2663","8/07/2012",86038,"Hawthorn","GW Sydney",2012,"15","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"808","8/07/2012",40764,"Gold Coast","Geelong",2012,"15","  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y",NA,"No Rainfall Data Available"
"340","8/07/2012",9225,"Fremantle","Western Bulldogs",2012,"15","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1486","13/07/2012",86038,"North Melbourne","Carlton",2012,"16","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1533","14/07/2012",86038,"Melbourne","Fremantle",2012,"16","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"425","14/07/2012",23034,"Port Adelaide","Essendon",2012,"16","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"727","14/07/2012",31011,"Richmond","Gold Coast",2012,"16","  31011 CAIRNS AERO                              -16.8736  145.7458 Sep 1942 Apr 2017   74.7  100   Y",NA,"No Rainfall Data Available"
"1534","14/07/2012",86038,"Geelong","Collingwood",2012,"16","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"846","14/07/2012",40913,"Brisbane Lions","St Kilda",2012,"16","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"1142","15/07/2012",66212,"GW Sydney","Adelaide",2012,"16","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"1580","15/07/2012",86038,"Western Bulldogs","Hawthorn",2012,"16","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"81","15/07/2012",9225,"West Coast","Sydney",2012,"16","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1844","20/07/2012",86038,"Geelong","Essendon",2012,"17","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1891","21/07/2012",86038,"Collingwood","Hawthorn",2012,"17","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"489","21/07/2012",23034,"Adelaide","West Coast",2012,"17","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"765","21/07/2012",40764,"Gold Coast","Brisbane Lions",2012,"17","  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y",NA,"No Rainfall Data Available"
"1890","21/07/2012",86038,"Western Bulldogs","Carlton",2012,"17","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"363","21/07/2012",14015,"Melbourne","Port Adelaide",2012,"17","  14015 DARWIN AIRPORT                           -12.4239  130.8925 Jan 1941 Apr 2017   76.3  100   Y",NA,"No Rainfall Data Available"
"1053","22/07/2012",66062,"Sydney","St Kilda",2012,"17","  66062 SYDNEY (OBSERVATORY HILL)                -33.8607  151.2050 Jul 1858 Apr 2017  158.8  100   Y",NA,"No Rainfall Data Available"
"1936","22/07/2012",86038,"Richmond","North Melbourne",2012,"17","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"167","22/07/2012",9225,"Fremantle","GW Sydney",2012,"17","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"2182","27/07/2012",86038,"Essendon","Hawthorn",2012,"18","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2809","28/07/2012",87184,"Geelong","Adelaide",2012,"18","  87184 BREAKWATER (GEELONG RACECOURSE)          -38.1737  144.3765 Jun 2011 Apr 2017    5.9   97   Y",NA,"No Rainfall Data Available"
"2235","28/07/2012",86038,"North Melbourne","Melbourne",2012,"18","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1189","28/07/2012",66212,"GW Sydney","Collingwood",2012,"18","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"2236","28/07/2012",86038,"Carlton","Richmond",2012,"18","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"784","28/07/2012",40764,"Gold Coast","Sydney",2012,"18","  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y",NA,"No Rainfall Data Available"
"552","29/07/2012",23034,"Port Adelaide","Fremantle",2012,"18","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"2285","29/07/2012",86038,"St Kilda","Western Bulldogs",2012,"18","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"257","29/07/2012",9225,"West Coast","Brisbane Lions",2012,"18","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"2343","3/08/2012",86038,"Hawthorn","Geelong",2012,"19","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2486","4/08/2012",86038,"Western Bulldogs","North Melbourne",2012,"19","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1207","4/08/2012",66212,"GW Sydney","Port Adelaide",2012,"19","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"294","4/08/2012",9225,"Fremantle","West Coast",2012,"19","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"2487","4/08/2012",86038,"Collingwood","St Kilda",2012,"19","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"963","4/08/2012",40913,"Brisbane Lions","Richmond",2012,"19","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"2535","5/08/2012",86038,"Melbourne","Gold Coast",2012,"19","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2534","5/08/2012",86038,"Carlton","Sydney",2012,"19","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"595","5/08/2012",23034,"Adelaide","Essendon",2012,"19","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"23","10/08/2012",9225,"West Coast","Geelong",2012,"20","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1399","11/08/2012",86038,"St Kilda","Melbourne",2012,"20","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"401","11/08/2012",23034,"Adelaide","Fremantle",2012,"20","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"737","11/08/2012",40764,"Gold Coast","GW Sydney",2012,"20","  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y",NA,"No Rainfall Data Available"
"1398","11/08/2012",86038,"Carlton","Brisbane Lions",2012,"20","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1131","11/08/2012",66212,"Sydney","Collingwood",2012,"20","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"2855","12/08/2012",91237,"Hawthorn","Port Adelaide",2012,"20","  91237 LAUNCESTON (TI TREE BEND)                -41.4194  147.1219 May 1980 Apr 2017   37.0  100   Y",NA,"No Rainfall Data Available"
"1444","12/08/2012",86038,"Richmond","Western Bulldogs",2012,"20","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1443","12/08/2012",86038,"Essendon","North Melbourne",2012,"20","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1680","17/08/2012",86038,"Geelong","St Kilda",2012,"21","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1722","18/08/2012",86038,"Essendon","Carlton",2012,"21","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1234","18/08/2012",70351,"GW Sydney","Melbourne",2012,"21","  70351 CANBERRA AIRPORT                         -35.3088  149.2004 Sep 2008 Apr 2017    8.7   98   Y",NA,"No Rainfall Data Available"
"112","18/08/2012",9225,"Fremantle","Richmond",2012,"21","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"873","18/08/2012",40913,"Brisbane Lions","Adelaide",2012,"21","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"1721","18/08/2012",86038,"Collingwood","North Melbourne",2012,"21","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"463","19/08/2012",23034,"Port Adelaide","West Coast",2012,"21","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"1764","19/08/2012",86038,"Western Bulldogs","Sydney",2012,"21","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1765","19/08/2012",86038,"Hawthorn","Gold Coast",2012,"21","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
