"","date","StationNo","HomeTeam","AwayTeam","Season","Round","Description","Rainfall","RainfallBand"
"1565","15/05/2015",86038,"Essendon","North Melbourne",2015,"7","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"652","16/05/2015",23090,"Adelaide","St Kilda",2015,"7","  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y",NA,"No Rainfall Data Available"
"1610","16/05/2015",86038,"Hawthorn","Melbourne",2015,"7","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1609","16/05/2015",86038,"Carlton","GW Sydney",2015,"7","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1146","16/05/2015",66212,"Sydney","Geelong",2015,"7","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"88","16/05/2015",9225,"West Coast","Gold Coast",2015,"7","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1657","17/05/2015",86038,"Western Bulldogs","Fremantle",2015,"7","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1658","17/05/2015",86038,"Richmond","Collingwood",2015,"7","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"863","17/05/2015",40913,"Brisbane Lions","Port Adelaide",2015,"7","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"1920","22/05/2015",86038,"Geelong","Carlton",2015,"8","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1968","23/05/2015",86038,"St Kilda","West Coast",2015,"8","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1170","23/05/2015",66212,"GW Sydney","Adelaide",2015,"8","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"769","23/05/2015",40764,"Gold Coast","Collingwood",2015,"8","  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y",NA,"No Rainfall Data Available"
"1969","23/05/2015",86038,"Hawthorn","Sydney",2015,"8","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"176","23/05/2015",9225,"Fremantle","North Melbourne",2015,"8","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"2020","24/05/2015",86038,"Essendon","Brisbane Lions",2015,"8","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2021","24/05/2015",86038,"Melbourne","Western Bulldogs",2015,"8","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"679","24/05/2015",23090,"Port Adelaide","Richmond",2015,"8","  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y",NA,"No Rainfall Data Available"
"1085","29/05/2015",66062,"Sydney","Carlton",2015,"9","  66062 SYDNEY (OBSERVATORY HILL)                -33.8607  151.2050 Jul 1858 Apr 2017  158.8  100   Y",NA,"No Rainfall Data Available"
"2896","30/05/2015",91237,"Hawthorn","Gold Coast",2015,"9","  91237 LAUNCESTON (TI TREE BEND)                -41.4194  147.1219 May 1980 Apr 2017   37.0  100   Y",NA,"No Rainfall Data Available"
"369","30/05/2015",14015,"Melbourne","Port Adelaide",2015,"9","  14015 DARWIN AIRPORT                           -12.4239  130.8925 Jan 1941 Apr 2017   76.3  100   Y",NA,"No Rainfall Data Available"
"2382","30/05/2015",86038,"Western Bulldogs","GW Sydney",2015,"9","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2383","30/05/2015",86038,"Richmond","Essendon",2015,"9","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"697","30/05/2015",23090,"Adelaide","Fremantle",2015,"9","  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y",NA,"No Rainfall Data Available"
"958","31/05/2015",40913,"Brisbane Lions","St Kilda",2015,"9","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"2426","31/05/2015",86038,"Collingwood","North Melbourne",2015,"9","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"284","31/05/2015",9225,"West Coast","Geelong",2015,"9","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"305","5/06/2015",9225,"Fremantle","Richmond",2015,"10","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"2567","6/06/2015",86038,"Carlton","Adelaide",2015,"10","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"803","6/06/2015",40764,"Gold Coast","Sydney",2015,"10","  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y",NA,"No Rainfall Data Available"
"2566","6/06/2015",86038,"Essendon","Geelong",2015,"10","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"709","6/06/2015",23090,"Port Adelaide","Western Bulldogs",2015,"10","  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y",NA,"No Rainfall Data Available"
"1218","7/06/2015",66212,"GW Sydney","Brisbane Lions",2015,"10","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"2921","7/06/2015",94029,"North Melbourne","West Coast",2015,"10","  94029 HOBART (ELLERSLIE ROAD)                  -42.8897  147.3278 Jun 1893 Apr 2017  123.8  100   Y",NA,"No Rainfall Data Available"
"2615","7/06/2015",86038,"St Kilda","Hawthorn",2015,"10","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2657","8/06/2015",86038,"Melbourne","Collingwood",2015,"10","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"641","12/06/2015",23090,"Port Adelaide","Geelong",2015,"11","  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y",NA,"No Rainfall Data Available"
"741","13/06/2015",40764,"Gold Coast","Fremantle",2015,"11","  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y",NA,"No Rainfall Data Available"
"54","13/06/2015",9225,"West Coast","Essendon",2015,"11","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1479","13/06/2015",86038,"North Melbourne","Sydney",2015,"11","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1529","14/06/2015",86038,"Collingwood","GW Sydney",2015,"11","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1528","14/06/2015",86038,"St Kilda","Melbourne",2015,"11","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"657","18/06/2015",23090,"Adelaide","Hawthorn",2015,"12","  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y",NA,"No Rainfall Data Available"
"1747","19/06/2015",86038,"Richmond","West Coast",2015,"12","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1840","20/06/2015",86038,"Carlton","Port Adelaide",2015,"12","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1159","20/06/2015",66212,"GW Sydney","North Melbourne",2015,"12","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"1839","20/06/2015",86038,"Western Bulldogs","Brisbane Lions",2015,"12","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2785","21/06/2015",87184,"Geelong","Melbourne",2015,"12","  87184 BREAKWATER (GEELONG RACECOURSE)          -38.1737  144.3765 Jun 2011 Apr 2017    5.9   97   Y",NA,"No Rainfall Data Available"
"206","25/06/2015",9225,"Fremantle","Collingwood",2015,"13","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1070","26/06/2015",66062,"Sydney","Richmond",2015,"13","  66062 SYDNEY (OBSERVATORY HILL)                -33.8607  151.2050 Jul 1858 Apr 2017  158.8  100   Y",NA,"No Rainfall Data Available"
"2177","27/06/2015",86038,"Hawthorn","Essendon",2015,"13","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"927","27/06/2015",40913,"Brisbane Lions","Adelaide",2015,"13","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"2176","27/06/2015",86038,"St Kilda","Western Bulldogs",2015,"13","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2231","28/06/2015",86038,"Carlton","Gold Coast",2015,"13","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1039","2/07/2015",66062,"Sydney","Port Adelaide",2015,"14","  66062 SYDNEY (OBSERVATORY HILL)                -33.8607  151.2050 Jul 1858 Apr 2017  158.8  100   Y",NA,"No Rainfall Data Available"
"2337","3/07/2015",86038,"Collingwood","Hawthorn",2015,"14","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2483","4/07/2015",86038,"Richmond","GW Sydney",2015,"14","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"798","4/07/2015",40764,"Gold Coast","North Melbourne",2015,"14","  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y",NA,"No Rainfall Data Available"
"2482","4/07/2015",86038,"Western Bulldogs","Carlton",2015,"14","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"371","4/07/2015",14015,"Melbourne","West Coast",2015,"14","  14015 DARWIN AIRPORT                           -12.4239  130.8925 Jan 1941 Apr 2017   76.3  100   Y",NA,"No Rainfall Data Available"
"2528","5/07/2015",86038,"Essendon","St Kilda",2015,"14","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"308","5/07/2015",9225,"Fremantle","Brisbane Lions",2015,"14","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"721","9/07/2015",23090,"Port Adelaide","Collingwood",2015,"15","  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y",NA,"No Rainfall Data Available"
"1346","10/07/2015",86038,"Richmond","Carlton",2015,"15","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1394","11/07/2015",86038,"Essendon","Melbourne",2015,"15","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"724","11/07/2015",31011,"Western Bulldogs","Gold Coast",2015,"15","  31011 CAIRNS AERO                              -16.8736  145.7458 Sep 1942 Apr 2017   74.7  100   Y",NA,"No Rainfall Data Available"
"1393","11/07/2015",86038,"North Melbourne","Geelong",2015,"15","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"31","11/07/2015",9225,"West Coast","Adelaide",2015,"15","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1135","12/07/2015",66212,"GW Sydney","St Kilda",2015,"15","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"2854","12/07/2015",91237,"Hawthorn","Fremantle",2015,"15","  91237 LAUNCESTON (TI TREE BEND)                -41.4194  147.1219 May 1980 Apr 2017   37.0  100   Y",NA,"No Rainfall Data Available"
"835","12/07/2015",40913,"Brisbane Lions","Sydney",2015,"15","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"1673","17/07/2015",86038,"North Melbourne","Essendon",2015,"16","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2769","18/07/2015",87184,"Geelong","Western Bulldogs",2015,"16","  87184 BREAKWATER (GEELONG RACECOURSE)          -38.1737  144.3765 Jun 2011 Apr 2017    5.9   97   Y",NA,"No Rainfall Data Available"
"752","18/07/2015",40764,"Gold Coast","GW Sydney",2015,"16","  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y",NA,"No Rainfall Data Available"
"1718","18/07/2015",86038,"Collingwood","West Coast",2015,"16","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1152","18/07/2015",66212,"Sydney","Hawthorn",2015,"16","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"110","18/07/2015",9225,"Fremantle","Carlton",2015,"16","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1759","19/07/2015",86038,"Melbourne","Brisbane Lions",2015,"16","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"659","19/07/2015",23090,"Port Adelaide","Adelaide",2015,"16","  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y",NA,"No Rainfall Data Available"
"1758","19/07/2015",86038,"St Kilda","Richmond",2015,"16","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2037","24/07/2015",86038,"Carlton","Hawthorn",2015,"17","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1242","25/07/2015",70351,"GW Sydney","Geelong",2015,"17","  70351 CANBERRA AIRPORT                         -35.3088  149.2004 Sep 2008 Apr 2017    8.7   98   Y",NA,"No Rainfall Data Available"
"682","25/07/2015",23090,"Adelaide","Gold Coast",2015,"17","  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y",NA,"No Rainfall Data Available"
"2091","25/07/2015",86038,"Richmond","Fremantle",2015,"17","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2090","25/07/2015",86038,"Essendon","Port Adelaide",2015,"17","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"914","25/07/2015",40913,"Brisbane Lions","North Melbourne",2015,"17","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"2137","26/07/2015",86038,"Western Bulldogs","Collingwood",2015,"17","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2138","26/07/2015",86038,"Melbourne","St Kilda",2015,"17","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"218","26/07/2015",9225,"West Coast","Sydney",2015,"17","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"2435","31/07/2015",86038,"Hawthorn","Richmond",2015,"18","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2741","1/08/2015",87184,"Geelong","Brisbane Lions",2015,"18","  87184 BREAKWATER (GEELONG RACECOURSE)          -38.1737  144.3765 Jun 2011 Apr 2017    5.9   97   Y",NA,"No Rainfall Data Available"
"1309","1/08/2015",86038,"Collingwood","Melbourne",2015,"18","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"998","1/08/2015",66062,"Sydney","Adelaide",2015,"18","  66062 SYDNEY (OBSERVATORY HILL)                -33.8607  151.2050 Jul 1858 Apr 2017  158.8  100   Y",NA,"No Rainfall Data Available"
"1308","1/08/2015",86038,"Carlton","North Melbourne",2015,"18","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"732","1/08/2015",40764,"Gold Coast","West Coast",2015,"18","  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y",NA,"No Rainfall Data Available"
"663","2/08/2015",23090,"Port Adelaide","St Kilda",2015,"18","  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y",NA,"No Rainfall Data Available"
"1809","2/08/2015",86038,"Essendon","Western Bulldogs",2015,"18","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"137","2/08/2015",9225,"Fremantle","GW Sydney",2015,"18","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
